smiles,n_success_mut,n_failures_mut,silly_walks,total,obj_computation_time,history_data
N=C(O)c1cccc(C(=O)OO)c1,1,0,0.0,0.0,0.0009684562683105469,CC(=O)Oc1ccccc1C(=O)O|ChB-708_AddA-53_ChB-108|RmA-0_AddA-34_AddA-21|RmA-0_RmA-1_RmA-3|AddA-50_AddA-5_ChB-1410|AddA-33_RmA-4_AddA-57|RmA-8_ChB-1410_RmA-1
O=C1Cc2cccc(CO)c2O1,1,0,0.0,0.0,0.0004966259002685547,CC(=O)Oc1ccccc1C(=O)O|AddA-37_ChB-971_ChB-1674|ChB-2316_AddA-5_ChB-1613|RmA-10_AddA-37_RmA-0|RmA-8_AddA-33_RmA-11|ChB-710_ChB-7_ChB-707|ChB-1414_ChB-0_RmA-0
Nc1ccc(O)c(C(=O)OO)c1,1,0,0.0,0.0,0.0004565715789794922,CC(=O)Oc1ccccc1C(=O)O|AddA-54_ChB-707_RmA-2|AddA-29_ChB-703_ChB-1406|AddA-57_AddA-61_RmA-12|RmA-0_ChB-707_RmA-1|AddA-53_RmA-13_RmA-0
Nc1cc(C(N)C(=O)O)ccc1C(=O)O,1,0,0.0,0.0,0.000545501708984375,CC(=O)Oc1ccccc1C(=O)O|ChB-708_AddA-53_ChB-108|ChB-714_ChB-11_AddA-25|ChB-1419_ChB-13_AddA-29|RmA-15_AddA-61_RmA-15|ChB-975_ChB-378_AddA-25|ChB-717_ChB-707_RmA-0
COc1cc(O)cc(N)c1C(=O)O,2,0,0.0,0.0,0.0005083084106445312,CC(=O)Oc1ccccc1C(=O)O|ChB-707_ChB-0_ChB-703|ChB-2284_ChB-1581_RmA-2|AddA-33_AddA-26_RmA-0
NCC(=O)Oc1cc(N)ccc1CO,2,0,0.0,0.0,0.0008997917175292969,CC(=O)Oc1ccccc1C(=O)O|AddA-29_RmA-11_AddA-5
Nc1ccc(N=CC(=O)O)cc1C(=O)OO,2,0,0.0,0.0,0.0006239414215087891,CC(=O)Oc1ccccc1C(=O)O|ChB-708_AddA-53_ChB-108|RmA-0_ChB-2461_ChB-1758|AddA-46_AddA-53_AddA-13|AddA-33_RmA-0_RmA-0|ChB-1417_AddA-58_ChB-352
O=CCC=CCNCCO,0,1,0.0,0.0,0.0003159046173095703,CC(=O)Oc1ccccc1C(=O)O|AddA-37_ChB-971_ChB-1674|RmA-9_AddA-33_AddA-29|ChB-709_AddA-61_ChB-108|RmA-0_RmA-10_RmA-0|RmA-0_RmA-6_RmA-5
COc1cc(N)c(O)cc1C(=O)O,1,0,0.0,0.0,0.0004925727844238281,CC(=O)Oc1ccccc1C(=O)O|AddA-33_AddA-5_RmA-2|RmA-0_RmA-7_ChB-706|ChB-2284_ChB-1581_AddA-29|ChB-1415_AddA-14_ChB-9|ChB-1417_ChB-11_RmA-11
Nc1ccc(C(=O)OO)cc1C(=O)OO,1,0,0.0,0.0,0.0005593299865722656,CC(=O)Oc1ccccc1C(=O)O|ChB-708_AddA-53_ChB-108|RmA-0_AddA-34_AddA-21|RmA-0_RmA-1_RmA-3|AddA-50_AddA-5_ChB-1410|AddA-37_ChB-707_RmA-0|AddA-34_AddA-17_RmA-0
CC(=O)Oc1cc(N)c(N)cc1CO,1,0,0.0,0.0,0.0005345344543457031,CC(=O)Oc1ccccc1C(=O)O|AddA-37_ChB-971_ChB-1674|ChB-2316_AddA-5_ChB-1613|RmA-10_AddA-37_RmA-0|RmA-8_AddA-33_RmA-11|ChB-1413_ChB-7_AddA-5|AddA-33_ChB-716_RmA-0
O=C(OO)c1cccc(C=NO)c1O,1,0,0.0,0.0,0.0005240440368652344,CC(=O)Oc1ccccc1C(=O)O|AddA-54_ChB-707_RmA-2|AddA-29_ChB-703_ChB-1406|AddA-57_AddA-61_RmA-12|RmA-0_ChB-1410_ChB-4|ChB-1406_RmA-5_AddA-6
Nc1cc(NCCO)ccc1C(=O)O,1,0,0.0,0.0,0.0005214214324951172,CC(=O)Oc1ccccc1C(=O)O|AddA-33_AddA-5_RmA-2|RmA-8_ChB-2316_ChB-1613|ChB-2316_ChB-1613_AddA-37|ChB-708_AddA-26_ChB-108|ChB-712_ChB-0_RmA-9
Nc1cc(CC(=O)O)c(F)cc1C(=O)O,2,0,0.0,0.0,0.0005371570587158203,CC(=O)Oc1ccccc1C(=O)O|ChB-708_AddA-53_ChB-108|ChB-714_ChB-11_AddA-25|ChB-1419_ChB-13_AddA-29|RmA-15_AddA-61_RmA-15|RmA-13_AddA-57_RmA-0|ChB-1409_AddA-39_ChB-3
NCCOc1cc(NO)ccc1C(=O)O,1,0,0.0,0.0,0.0005424022674560547,CC(=O)Oc1ccccc1C(=O)O|AddA-5_RmA-2_AddA-25|RmA-0_AddA-5_AddA-30
CC(=O)Oc1ccccc1C(=O)OO,1,0,0.0,0.0,0.000560760498046875,CC(=O)Oc1ccccc1C(=O)O|AddA-54_ChB-2316_ChB-1613
NNc1cc(CC(=O)O)cc(C(=O)OO)c1,1,0,0.0,0.0,0.0006012916564941406,CC(=O)Oc1ccccc1C(=O)O|ChB-707_AddA-53_ChB-108|ChB-1414_ChB-8_RmA-0|AddA-50_AddA-29_AddA-61
CCOc1c(N)cccc1C(=O)OO,1,0,0.0,0.0,0.0005118846893310547,CC(=O)Oc1ccccc1C(=O)O|AddA-25_AddA-5_RmA-2|ChB-2347_AddA-58_ChB-1644|ChB-1411_AddA-33_RmA-0|RmA-12_AddA-41_RmA-14
NC(C(=O)O)c1ccc(C(=O)OO)cc1O,1,0,0.0,0.0,0.0005753040313720703,CC(=O)Oc1ccccc1C(=O)O|ChB-708_AddA-53_ChB-108|RmA-0_ChB-2461_ChB-1758|AddA-46_AddA-53_AddA-13|RmA-15_ChB-709_ChB-0|ChB-706_ChB-0_AddA-38
O=C(O)c1ccc2[nH]c(CO)nc2c1,1,0,0.0,0.0,0.0005922317504882812,CC(=O)Oc1ccccc1C(=O)O|AddA-37_ChB-971_ChB-1674|RmA-9_AddA-33_AddA-29|ChB-709_AddA-61_ChB-108|ChB-714_RmA-0_RmA-10|ChB-1417_ChB-11_ChB-1416
COc1cc(N)ccc1CO,2,0,0.0,0.0,0.0004291534423828125,CC(=O)Oc1ccccc1C(=O)O|AddA-33_AddA-5_RmA-2|RmA-0_RmA-7_ChB-706|ChB-2284_ChB-1581_AddA-29|RmA-10_ChB-709_ChB-6|RmA-5_AddA-21_RmA-9
NOC(=O)Cc1cccc(C(=O)O)c1,2,0,0.0,0.0,0.0005168914794921875,CC(=O)Oc1ccccc1C(=O)O|AddA-5_ChB-707_ChB-108|ChB-709_AddA-21_RmA-0
CCNc1cc(N)c(C(=O)O)cc1O,2,0,0.0,0.0,0.0005109310150146484,CC(=O)Oc1ccccc1C(=O)O|AddA-33_AddA-5_RmA-2|RmA-8_ChB-2316_ChB-1613|ChB-2316_ChB-1613_AddA-37|ChB-708_AddA-26_ChB-108|ChB-716_RmA-7_ChB-12
Nc1cc2c(cc1C(=O)OO)NC(=O)C2,2,0,0.0,0.0,0.0005905628204345703,CC(=O)Oc1ccccc1C(=O)O|ChB-708_AddA-53_ChB-108|RmA-0_ChB-2461_ChB-1758|AddA-46_AddA-53_AddA-13|AddA-33_RmA-0_RmA-0|ChB-715_ChB-711_ChB-8
O=Cc1ccc2[nH]c(CO)nc2c1,2,0,0.0,0.0,0.0005347728729248047,CC(=O)Oc1ccccc1C(=O)O|AddA-37_ChB-971_ChB-1674|RmA-9_AddA-33_AddA-29|ChB-709_AddA-61_ChB-108|RmA-0_RmA-10_RmA-0|ChB-712_ChB-9_ChB-1415
CC(=O)Oc1cc(NO)ccc1C(=O)OO,2,0,0.0,0.0,0.0006129741668701172,CC(=O)Oc1ccccc1C(=O)O|AddA-54_AddA-29_AddA-62
O=C(O)CNc1ccc(C(=O)OO)cc1,1,1,0.0,0.0,0.0005695819854736328,CC(=O)Oc1ccccc1C(=O)O|AddA-37_ChB-971_ChB-1674|RmA-9_AddA-33_AddA-29|ChB-709_AddA-61_ChB-108|ChB-714_ChB-717_RmA-0|AddA-30_ChB-713_ChB-10|ChB-714_ChB-0_RmA-0
Nc1cc(CCO)c(O)cc1C(=O)OO,2,0,0.0,0.0,0.0005872249603271484,CC(=O)Oc1ccccc1C(=O)O|ChB-708_AddA-53_ChB-108|RmA-0_ChB-2461_ChB-1758|AddA-46_AddA-53_AddA-13|RmA-15_ChB-706_ChB-3|RmA-0_ChB-2487_ChB-1784|AddA-29_AddA-58_RmA-0
Nc1ccc(C(N)C(=O)O)cc1C(=O)O,2,0,0.0,0.0,0.0008823871612548828,CC(=O)Oc1ccccc1C(=O)O|ChB-707_AddA-53_ChB-108|RmA-0_AddA-25_AddA-37|AddA-13_ChB-709_RmA-0
