history_data,total,silly_walks,smiles
CC(=O)Oc1ccccc1C(=O)O|AddA-28_ChB-1081_ChB-1489|ChB-83_ChB-975|AddA-56_ChB-272_ChB-786|AddA-36|ChB-213_RmA-15|ChB-916_AddA-36_RmA-14|ChB-947_ChB-273|AddA-60_RmA-13|ChB-917|AddA-13_AddA-57_RmA-15|AddA-36_AddA-60_RmA-15|RmA-16_AddA-56_RmA-16,0.0,0.0,CC(=O)Oc1cc2c(c(C)c1C(=O)O)CC2
CC(=O)Oc1ccccc1C(=O)O|AddA-13_RmA-13_AddA-39|RmA-13_AddA-24|AddA-33|RmA-13_AddA-38|AddA-13|ChB-1082_RmA-14_AddA-53|RmA-15|RmA-14_AddA-27_AddA-29|AddA-54_RmA-14,0.0,0.0,CC(=O)Oc1cc(N)c(N)cc1C(=O)OO
CC(=O)Oc1ccccc1C(=O)O|AddA-36|AddA-32_RmA-13_AddA-12|AddA-60_AddA-65_RmA-13|RmA-15_AddA-34|ChB-1490|RmA-14_AddA-31_RmA-15|ChB-917_ChB-1081_RmA-13|AddA-14_ChB-243|AddA-34_AddA-24|ChB-1083_ChB-380_RmA-14|AddA-60|RmA-13,0.0,0.0,COc1cc(C)c(OC(C)=O)c(C(=O)O)c1
CC(=O)Oc1ccccc1C(=O)O|AddA-28_ChB-1081_ChB-1489|ChB-83_ChB-975|AddA-56_ChB-272_ChB-786|AddA-36|ChB-213_RmA-15|ChB-916_AddA-36_RmA-14|ChB-947_ChB-273|AddA-60_RmA-13|ChB-917|AddA-13_AddA-57_RmA-15|AddA-56_RmA-15|AddA-13,0.0,0.0,CC1Cc2cc(OC(=O)CN)c(C(=O)O)cc21
CC(=O)Oc1ccccc1C(=O)O|AddA-54|AddA-33|AddA-27|RmA-14_AddA-31_RmA-14|AddA-34|AddA-14|ChB-1492|RmA-14_AddA-14_RmA-16|RmA-13_ChB-786_ChB-83|RmA-14_AddA-24,0.0,0.0,CC(=O)Oc1c(C)cc(O)cc1C(=O)O
CC(=O)Oc1ccccc1C(=O)O|AddA-54_AddA-12|AddA-29|ChB-786_AddA-12_ChB-83,0.0,0.0,CC(C)C(=O)Oc1cc(N)ccc1C(=O)OO
CC(=O)Oc1ccccc1C(=O)O|AddA-28_ChB-1081_ChB-1489|AddA-36|RmA-13_AddA-13|AddA-63_ChB-1081_RmA-15|AddA-60_ChB-272|AddA-35_AddA-60_RmA-13|RmA-15|RmA-14_AddA-37|ChB-886_RmA-15_AddA-33|RmA-13_AddA-56_AddA-62|RmA-16_AddA-14,0.0,0.0,CCc1cc(N)cc(C(=O)O)c1OC(=O)CO
CC(=O)Oc1ccccc1C(=O)O|AddA-14_AddA-28|AddA-56|ChB-948_RmA-13|AddA-13_AddA-60_RmA-16,0.0,0.0,Cc1cc(OC(=O)CN)c(C(=O)O)cc1C
CC(=O)Oc1ccccc1C(=O)O|AddA-36|AddA-32_RmA-13_AddA-12|AddA-60_AddA-65_RmA-13|RmA-15_AddA-34|ChB-1490|RmA-14_AddA-31_RmA-15|ChB-917_ChB-1081_RmA-13|AddA-14_ChB-243|AddA-34_AddA-24|ChB-1083_ChB-380_RmA-14|RmA-14_AddA-12_RmA-13|AddA-32,0.0,0.0,CCC(=O)Oc1c(C)cc(C)cc1C(=O)O
CC(=O)Oc1ccccc1C(=O)O|AddA-36|ChB-1081|RmA-13_AddA-34_AddA-58|ChB-886_ChB-403|AddA-31_AddA-52|AddA-70|ChB-978_AddA-60|RmA-18|AddA-12_AddA-12|RmA-14_RmA-17_RmA-17|AddA-13,0.0,0.0,NCC(=O)Oc1cc(F)c(O)c2c1C(=O)OC2O
